path,type,area,purpose,imported_by,imports,runtime_used (yes/no/unknown),business_critical (yes/no/unknown),duplicate_of,legacy_flag (yes/no),delete_candidate (yes/no/maybe),confidence,notes
attached_assets/Pasted-PATCH-2-RECEIPT-ITEM-MODIFIER-EXPANSION-LOCKED-TRUTH-IN_1767080635864.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-PATCH-3-RECEIPT-INGREDIENT-EXPANSION-TRUTH-CHAIN-CONTIN_1767083640932.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-PATCH-5-INGREDIENT-EXPANSION-VISIBILITY-AUDIT-READ-ONLY_1767100391406.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-PATCH-5-MENU-CANONICAL-INJECTION-READ-ONLY-PATCH-METADA_1766175259196.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-PATCH-6-RECEIPT-MODIFIER-TRUTH-RESTORE-LOCK-Objective-R_1767105804969.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-PATCH-6-RECIPE-INGREDIENT-SYSTEM-STABILISATION-PRODUCTI_1767125530126.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-PATCH-6-RECIPE-INGREDIENT-SYSTEM-STABILISATION-PRODUCTI_1767127015723.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-PATCH-6-RECIPES-CORE-STABILITY-NON-NEGOTIABLE-OBJECTIVE_1767105598605.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-PATCH-8-RECIPE-MANAGEMENT-REBUILD-EDIT-MODAL-DATA-PERSI_1767146355231.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-PATCH-A-HEALTH-SAFETY-AUDIT-BACKEND-Scope-Database-API-_1766231589648.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-PATCH-B-HEALTH-SAFETY-AUDIT-FRONTEND-SIDEBAR-Scope-New-_1766232034738.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-PATCH-B-HEALTH-SAFETY-AUDIT-FRONTEND-SIDEBAR-Scope-New-_1766232071862.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-PATCH-C-HEALTH-SAFETY-QUESTION-MANAGER-IN-APP-EDITING-S_1766253110979.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-PATCH-C-HEALTH-SAFETY-QUESTION-MANAGER-IN-APP-EDITING-S_1766253197938.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-PATCH-D-HEALTH-SAFETY-AUDIT-PDF-PRINT-Scope-Generate-pr_1766232711246.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-PATCH-D-HEALTH-SAFETY-AUDIT-PDF-PRINT-Scope-Generate-pr_1766232781846.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-PATCH-D-HEALTH-SAFETY-AUDIT-PDF-PRINT-Scope-Generate-pr_1766232806130.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-PATCH-D-Recipe-Master-Hydration-CSV-Export-STATUS-APPRO_1766213771161.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-PATCH-Upgrade-Refunds-section-in-Daily-Sales-Stock-V2-F_1772648361316.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-PATCH-Upgrade-Refunds-section-in-Daily-Sales-Stock-V2-F_1772648409584.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-PHASE-D-CANONICAL-OWNERSHIP-LOCK-NO-DATA-CHANGES-EXECUT_1766843612975.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-PHASE-E-RECIPE-POS-UNIFICATION-FOUNDATIONAL-DO-NOT-ADD-_1766848760563.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-PHASE-G-INGREDIENT-USAGE-PERSISTENCE-NO-UI-NO-FEATURES-_1766862623310.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-PHASE-G-INGREDIENT-USAGE-PERSISTENCE-NO-UI-NO-FEATURES-_1766862671227.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-PHASE-H-BUSINESS-EXPENSE-STABILITY-PATCH-DO-NOT-ADD-FEA_1766864678661.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-PHASE-L-Navigation-Ownership-Reset-NO-DATA-CHANGES-EXEC_1766941696881.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-PHASE-L-Navigation-Ownership-Reset-NO-DATA-CHANGES-EXEC_1766941731400.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-PROJECT-Smash-Brothers-Burgers-ONLINE-ORDERING-FINAL-VA_1775147875904.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-PROJECT-Smash-Brothers-Burgers-ONLINE-ORDERING-RUNTIME-_1775114709518.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-PROJECT-Smash-Brothers-Burgers-merge-the-new-website-in_1774953728708.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-PROJECT-Smash-Brothers-Burgers-merge-the-new-website-in_1774953807010.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-PUSH-Add-Shopping-List-Meat-Buns-Drinks-to-Library-Email-Do-not-change-DB-schema-or-expenses-O-1754668542626_1754668542629.txt,other,attached_assets,schema/database definition,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-PUSH-Drinks-per-form-in-Library-Minimal-HTML-Email-with-40-40-logo-Do-not-run-migrations-or-tou-1754673124272_1754673124273.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-PUSH-Mobile-Tablet-Responsive-Pass-Daily-Sales-Daily-Stock-Form-Library-Layout-Do-not-touch-1754675664690_1754675664693.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-PUSH-Mobile-Tablet-Responsive-Pass-Daily-Sales-Daily-Stock-Form-Library-Layout-Do-not-touch-1754676031080_1754676031082.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-PUSH-to-Agent-Mobile-Tablet-Responsive-Pass-no-CLI-Rules-No-schema-changes-No-npm-Only-UI-fi-1754674178274_1754674178276.txt,other,attached_assets,schema/database definition,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Pages-Router-version-use-this-if-you-have-src-pages-File-src-components-forms-DailyStockForm-t-1755883254245_1755883254248.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-Paste-the-Repo-Audit-Block-Copy-paste-this-into-the-Replit-Agent-now-TITLE-Full-Repository-Audit-1764315217563_1764315217568.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Paste-the-Repo-Audit-Block-Copy-paste-this-into-the-Replit-Agent-now-TITLE-Full-Repository-Audit-1764315293111_1764315293113.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Paste-this-full-replacement-for-online-ordering-client-src-styles-css-Your-auto-build-will-pick-it--1760815372128_1760815372132.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-Perfect-Cam-since-you-gave-full-approval-under-the-stan_1765351419992.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Phase-1-Live-POS-items-modifiers-ingredient-usage-1-Add-live-items-modifiers-endpoint-File-s-1754748600881_1754748600884.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-Plan-Enhance-Receipts-Page-client-src-pages-Receipts-tsx-Update-Existing-Add-upload-PDF-CSV-Ex-1753080081945_1753080081947.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-Plan-to-Get-Stock-Purchases-Expenses-Working-Step-1-Lock-Endpoints-Confirm-backend-route-api-1756972084146_1756972084149.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-Portion-Cost-Handling-for-Packaging-Weights-Yes-It-Handles-Various-Types-The-calculator-uses-a-fl-1757487664261_1757487664263.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Prioritized-One-Go-Plan-Simple-Data-Accurate-Fixes-Quick-Wins-Fix-history-date-search-DB-query-1758089402789_1758089402794.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Prioritized-Plan-for-One-Go-Implementation-Implement-in-sequence-Backend-first-data-accuracy-the-1757737926478_1757737926482.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Proactive-Data-Update-Script-Run-this-in-Replit-terminal-to-sync-latest-Loyverse-receipts-update-s-1752791447519_1752791447523.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-Proactive-Data-Update-Script-Run-this-in-Replit-terminal-to-sync-latest-Loyverse-receipts-update-s-1752793077253_1752793077254.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-Purchasing-List-Implementation-Brief-for-Replit-agent-1-Goal-Create-a-new-Purchasing-page-und-1763327248516_1763327248521.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-Quick-Fix-Plan-single-pass-minimal-changes-Step-1-Convert-cards-to-tabs-no-navigation-Replac-1755941291438_1755941291442.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Quick-Fix-Plan-single-pass-minimal-changes-Step-1-Convert-cards-to-tabs-no-navigation-Replac-1755942935864_1755942935876.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Quick-Stock-Update-Monitoring-Script-Copy-paste-this-full-script-into-server-update-stock-js-in-R-1752770292616_1752770292617.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-REPLIT-AGENT-INSTRUCTION-ONE-PATCH-ONLY-This-is-a-one-p_1774081411059.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-REPLIT-AGENT-PATCH-INSTRUCTION-COPY-PASTE-PATCH-TITLE-I_1769739677425.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-REPLIT-AGENT-PATCH-INSTRUCTIONS-PRIME-COST-FINAL-BAHT-FIX-READ-CAREFULLY-AND-DO-NOT-DEVIATE-Yo-1763958397085_1763958397087.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-REPLIT-AGENT-PATCH-Title-SBB-Security-Accountability-La_1772629718025.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-REPLIT-AGENT-RECEIPTS-ANALYSIS-USAGE-ENGINE-PATCH-ONE-P_1774456944879.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-REPLIT-AGENT-TASK-TITLE-Replace-Sales-Shift-Analysis-wi_1775494477533.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-REPLIT-AGENT-TASK-TITLE-Replace-Sales-Shift-Analysis-wi_1775531108808.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-Read-this-to-the-Replit-agent-DO-NOT-DO-DO-NOT-Do-not-rename-existing-DB-tables-Do-not-drop-an-1755973549402_1755973549405.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Refined-Loyverse-API-Integration-Plan-Data-Accurate-Scalable-v1-Key-Refinements-for-Timezone-Shif-1757946645874_1757946645878.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-Refresh-Test-as-Per-Agent-Refresh-menu-cost-calculator-Search-topside-add-it-set-95g-Chec-1757470429563_1757470429566.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-Replace-this-file-src-pages-DailySalesStock-tsx-same-as-before-but-Cash-Management-is-just-Startin-1755356168214_1755356168217.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-Replace-your-Analysis-page-component-with-this-Path-use-the-same-file-your-current-Analysis-route--1755951951641_1755951951644.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Replace-your-Sidebar-no-dots-no-badges-client-src-components-Sidebar-tsx-tsx-Copy-Edit-import--1755101161104_1755101161107.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Replit-Agent-Implementation-Brief-Daily-Review-0-Objective-Wire-the-Daily-Review-feature-to-r-1761156252323_1761156252324.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Replit-Agent-Instruction-Add-Debug-Logging-to-storeReceipt-File-server-services-loyverseReceipts-1753940942543_1753940942546.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-Replit-Agent-Instruction-Copy-Paste-Title-Enable-Bob-Re_1773324570633.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Replit-Agent-Instruction-Ops-Page-Chat-Thread-UX-Fixes-_1772787063429.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Replit-Agent-Instruction-copy-paste-Objective-Harden-th_1772435676814.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Replit-Agent-Instructions-Build-Shift-Reports-System-Location-Inside-the-Reports-Analysis-sec-1753772607670_1753772607671.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-Replit-Agent-Instructions-Do-not-do-this-Do-not-rename-move-or-split-files-Do-not-change-data-1756699504428_1756699504430.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Replit-Agent-Instructions-Do-not-do-this-Do-not-rename-move-or-split-files-Do-not-change-sche-1756700793605_1756700793608.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Replit-Agent-Instructions-Do-not-do-this-Do-not-rename-move-or-split-files-Do-not-change-sche-1756707283264_1756707283266.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Replit-Agent-Instructions-Do-not-do-this-Do-not-rename-move-or-split-files-Do-not-change-sche-1756708204453_1756708204456.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Replit-Agent-Instructions-Do-not-do-this-Do-not-rename-move-split-files-Do-not-change-schema-or-1756818070448_1756818070451.txt,other,attached_assets,schema/database definition,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Replit-Agent-Instructions-for-Operations-Tab-Menu-Changes-Strict-Warnings-Do-not-add-infer-or-ma-1757613709481_1757613709484.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-Replit-Agent-Instructions-must-be-at-top-of-every-patch-Do-not-do-this-Do-not-rename-move-or--1756683109218_1756683109220.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Replit-Agent-Patch-Instructions-for-Expenses-Module-Do-Not-make-any-schema-changes-Do-Not-touch--1756856047124_1756856047126.txt,other,attached_assets,schema/database definition,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-Research-Recap-Key-Enhancements-for-Market-Leading-Tool-From-top-tools-Apicbase-FoodBAM-WISK-2-1757438947255_1757438947257.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Resolve-this-manually-in-the-current-Replit-workspace-D_1775396090165.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Restaurant-Management-Dashboard-Overview-A-comprehensive-restaurant-management-dashboard-with-AI-p-1751270835431_1751270835434.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Right-let-s-prove-everything-is-wired-before-you-hit-Deploy-Below-are-copy-paste-tests-you-can-run--1761243964365_1761243964368.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Right-let-s-prove-everything-is-wired-before-you-hit-Deploy-Below-are-copy-paste-tests-you-can-run--1761244029869_1761244029869.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Right-let-s-prove-everything-is-wired-before-you-hit-Deploy-Below-are-copy-paste-tests-you-can-run--1761244038988_1761244038991.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Rigorous-Testing-Prompt-for-Replit-Agent-Here-s-a-complete-self-contained-testing-prompt-you-can-co-1757828449392_1757828449396.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Run-npx-drizzle-kit-migrate-Frontend-Form-client-src-pages-DailyShiftForm-tsx-Full-Replacement--1753296621931_1753296621934.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-Run-npx-drizzle-kit-migrate-if-needed-for-related-DB-changes-Updated-Sidebar-client-src-component-1753288054884_1753288054885.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Run-the-SQL-Migration-In-your-Neon-DB-console-or-Replit-Shell-using-psql-with-DATABASE-URL-run--1753517457291_1753517457295.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Run-these-quick-checks-bash-Copy-Edit-A-See-ingestion-errors-top-20-node-e-import-prisma--1754714101346_1754714101349.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Scope-final-Channels-grab-pos-remove-Foodpanda-paths-UI-options-What-it-does-Map-any-exter-1761987513329_1761987513331.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Shift-Analytics-Error-Fix-Page-Enhancements-Thank-you-for-the-screenshot-the-TypeError-value-toI-1753178974785_1753178974790.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-Short-answer-because-the-agent-built-the-mapping-system-so-it-only-sees-fields-that-already-exist-1764068066324_1764068066327.txt,other,attached_assets,unknown,,,unknown,unknown,,no,maybe,LIKELY,
attached_assets/Pasted-Sidebar-Menu-Consolidation-Page-Structure-Update-Based-on-your-request-to-re-build-the-sidebar-men-1752959832979_1752959832985.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-Sidebar-Menu-Update-Styling-Fixes-Based-on-your-feedback-I-ve-re-built-the-sidebar-to-match-the-D-1752989831508_1752989831510.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-Sidebar-Menu-Update-Thank-you-for-clarifying-the-menu-structure-it-s-now-consolidated-under-Operatio-1753289958274_1753289958277.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-Sidebar-Menu-Update-Thank-you-for-the-clarification-on-the-menu-structure-To-keep-data-accuracy-cri-1753304078065_1753304078069.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
attached_assets/Pasted-Sidebar-Operations-Daily-Sales-Stock-Daily-Sales-Library-restore-here-Expenses-Receipts--1755206570052_1755206570055.txt,other,attached_assets,unknown,,,unknown,yes,,no,maybe,LIKELY,
